Genus;Results from;Occurences
DESULFITOBACTERIUM;Test Model Adjusted Occurences;2.004402043208386
PANDORAEA;Test Model Adjusted Occurences;0.0035313191863927786
IHEB3-7_GENUS;Test Model Adjusted Occurences;1.0010847169300743
INTRASPORANGIACEAE_GENUS;Test Model Adjusted Occurences;0.0009470848346455618
HWANGHAEICOLA;Test Model Adjusted Occurences;0.0001647657732743446
LAWSONIA;Test Model Adjusted Occurences;0.5467932604022381
THIORHODOSPIRA;Test Model Adjusted Occurences;1.3235160026265597e-06
ACIDITHIOBACILLUS;Test Model Adjusted Occurences;0.0005469989565263234
FRUCTOBACILLUS;Test Model Adjusted Occurences;1.3195845196255247
PAUCISALIBACILLUS;Test Model Adjusted Occurences;0.003243886795842132
RAOULTELLA;Test Model Adjusted Occurences;0.2845888105884887
RENIBACTERIUM;Test Model Adjusted Occurences;7.971971996450327e-05
PELAGIBACA;Test Model Adjusted Occurences;0.005407899210834126
LEPTOLYNGBYA;Test Model Adjusted Occurences;4.514585166929298e-05
ANAEROMYXOBACTER;Test Model Adjusted Occurences;5.140360337838338
ACTINOPHYTOCOLA;Test Model Adjusted Occurences;0.3000454275249725
ALCALIGENACEAE_GENUS;Test Model Adjusted Occurences;0.01578884468021699
MURINOCARDIOPSIS;Test Model Adjusted Occurences;0.5577568580843044
YANIELLA;Test Model Adjusted Occurences;5.3115739044288504e-05
NITRINCOLA;Test Model Adjusted Occurences;0.0013541228968635137
SINOMICROBIUM;Test Model Adjusted Occurences;0.09986972466087891
ILYOBACTER;Test Model Adjusted Occurences;0.24747792056836743
PELAGICOCCUS;Test Model Adjusted Occurences;0.0005803184088465334
SANDARAKINORHABDUS;Test Model Adjusted Occurences;0.0014419857804792416
THAUMARCAEOTA_D-F10_GENUS;Test Model Adjusted Occurences;8.112054622044524e-05
POLAROMONAS;Test Model Adjusted Occurences;0.6724434097910664
MICROSCILLA;Test Model Adjusted Occurences;0.00025366791179037146
POLYANGIACEAE_GENUS;Test Model Adjusted Occurences;1.0000409633483691
BRADYMONADALES_GENUS;Test Model Adjusted Occurences;0.011323889588753886
METHANOMICROBIUM;Test Model Adjusted Occurences;0.6927161771494411
DELFTIA;Test Model Adjusted Occurences;0.007962577370634463
GRANULIBACTER;Test Model Adjusted Occurences;0.001588372695697081
LENTISPHAERAE_GENUS;Test Model Adjusted Occurences;7.831309339996728e-05
PYROBACULUM;Test Model Adjusted Occurences;2.7368281484821572e-06
SENEGALIMASSILIA;Test Model Adjusted Occurences;0.002770758836534638
PSEUDOXANTHOBACTER;Test Model Adjusted Occurences;0.0038193586919419457
EPHEMERA;Test Model Adjusted Occurences;2.8638463160265582e-05
AUREIVIRGA;Test Model Adjusted Occurences;0.00019258451765277013
FICTIBACILLUS;Test Model Adjusted Occurences;1.0000486098102896
MARINITOGA;Test Model Adjusted Occurences;0.027748421167548633
METHANOSPHAERA;Test Model Adjusted Occurences;0.00010734477672232068
SUCCINISPIRA;Test Model Adjusted Occurences;0.0073119949391240386
METHANOREGULA;Test Model Adjusted Occurences;0.08915997275415966
SALIMESOPHILOBACTER;Test Model Adjusted Occurences;0.00029389910631179837
KURTHIA;Test Model Adjusted Occurences;0.0033430641266969964
GEODERMATOPHILUS;Test Model Adjusted Occurences;0.00041648685878515126
MUCISPIRILLUM;Test Model Adjusted Occurences;0.4618105331219606
PORTICOCCACEAE_C1-B045;Test Model Adjusted Occurences;0.00014948893213268845
PLANKTOSALINUS;Test Model Adjusted Occurences;0.00010239285355529653
ILUMATOBACTER;Test Model Adjusted Occurences;7.753403337413181e-07
ACIDOBACTERIA_SUBGROUP_25_GENUS;Test Model Adjusted Occurences;1.770398944727895e-05
DESULFONISPORA;Test Model Adjusted Occurences;0.0001484158284316625
DESULFOBACCA;Test Model Adjusted Occurences;0.3380949510059572
ARMATIMONADALES_GENUS;Test Model Adjusted Occurences;0.00023126686765014698
PAENALCALIGENES;Test Model Adjusted Occurences;0.004077215333425653
BUCHNERA;Test Model Adjusted Occurences;1.0635665315433767e-05
LISHIZHENIA;Test Model Adjusted Occurences;1.0008133957645156
EKHIDNA;Test Model Adjusted Occurences;0.0011236623174538558
AMPHRITEA;Test Model Adjusted Occurences;6.896535659490537e-05
LABRYS;Test Model Adjusted Occurences;2.4833581966734065e-05
CRAUROCOCCUS;Test Model Adjusted Occurences;0.27760244509139026
AMINOMONAS;Test Model Adjusted Occurences;0.0021156593859600237
PISCINIBACTER;Test Model Adjusted Occurences;0.0024326431855411865
METHYLOMICROBIUM;Test Model Adjusted Occurences;0.0016192029691789918
RS-D38_TERMITE_GROUP;Test Model Adjusted Occurences;0.03398857594386462
DESULFOTALEA;Test Model Adjusted Occurences;1.0000816537496802
SIMPLICISPIRA;Test Model Adjusted Occurences;6.850335823507283e-06
CAMINIBACTER;Test Model Adjusted Occurences;1.7208567654097707e-05
MARINIFLEXILE;Test Model Adjusted Occurences;0.0009810651768643744
AQUIHABITANS;Test Model Adjusted Occurences;2.0311127516385623
BRENNERIA;Test Model Adjusted Occurences;0.00027498384814919163
CHITINOPHAGACEAE_GENUS;Test Model Adjusted Occurences;0.02020152944036964
LACHNOSPIRACEAE_NK4B4_GROUP;Test Model Adjusted Occurences;3.623867788350747e-06
LACHNOSPIRACEAE_UCG-001;Test Model Adjusted Occurences;1.0165600484207844e-05
MANGROVIMONAS;Test Model Adjusted Occurences;0.00030767236385737456
SEDIMINIBACTER;Test Model Adjusted Occurences;0.00024351188936744676
STREPTOALLOTEICHUS;Test Model Adjusted Occurences;0.00011507559377539918
ORNITHINIBACILLUS;Test Model Adjusted Occurences;0.0006659031304884918
PELOBACTER;Test Model Adjusted Occurences;1.0000502742451156
ANAEROPHAGA;Test Model Adjusted Occurences;0.0017073260451077217
SACCHAROMONOSPORA;Test Model Adjusted Occurences;1.0001483934271649
OBSCURIBACTERALES_GENUS;Test Model Adjusted Occurences;1.0026626357052604
ANAEROPLASMA;Test Model Adjusted Occurences;1.2894461262181813
METHYLOPILA;Test Model Adjusted Occurences;0.000632484200855158
GEMMATA;Test Model Adjusted Occurences;0.7893217071891545
PANNONIBACTER;Test Model Adjusted Occurences;6.484802072238737e-05
SACCHAROPHAGUS;Test Model Adjusted Occurences;2.6785568263648175e-05
HALOTHERMOTHRIX;Test Model Adjusted Occurences;4.872296575784403e-05
ULIGINOSIBACTERIUM;Test Model Adjusted Occurences;3.5527540383538414e-05
JONESIA;Test Model Adjusted Occurences;8.119361257634449e-05
DESULFOCONVEXUM;Test Model Adjusted Occurences;0.00028130675133459187
PETRIMONAS;Test Model Adjusted Occurences;0.0009581069053420863
BIBERSTEINIA;Test Model Adjusted Occurences;0.0020477094594934086
ALKALIBACULUM;Test Model Adjusted Occurences;1.2334672864714596e-05
CHRYSEOMICROBIUM;Test Model Adjusted Occurences;0.008407080661896894
FODINIBIUS;Test Model Adjusted Occurences;0.004993470999751105
MANNHEIMIA;Test Model Adjusted Occurences;9.800181505543916e-06
VULCANIBACILLUS;Test Model Adjusted Occurences;0.006281025726158096
RHIZOCOLA;Test Model Adjusted Occurences;1.0103358222583447
GILLISIA;Test Model Adjusted Occurences;1.4982546171128437
LIHUAXUELLA;Test Model Adjusted Occurences;9.731755188682077e-05
DEHALOBACTER;Test Model Adjusted Occurences;0.0007968952194905436
CITREICELLA;Test Model Adjusted Occurences;1.2671847161076517
NITROSOMONAS;Test Model Adjusted Occurences;0.0010846854813203444
DERMACOCCUS;Test Model Adjusted Occurences;0.0005022651483791361
DERMATOPHILUS;Test Model Adjusted Occurences;0.3129070008422126
SPHAEROTILUS;Test Model Adjusted Occurences;4.499592435965887e-06
PANTANALINEMA;Test Model Adjusted Occurences;0.03495402137280389
RHODOSPIRILLALES_GENUS;Test Model Adjusted Occurences;0.4126911577383955
GILLIAMELLA;Test Model Adjusted Occurences;1.4729743243134899e-05
PARAFILIMONAS;Test Model Adjusted Occurences;0.7608331771338959
NOCARDIOIDACEAE_GENUS;Test Model Adjusted Occurences;2.7965320966773593e-05
ARENIBACTER;Test Model Adjusted Occurences;0.007783841077592644
SPHINGOBACTERIALES_PHOS-HE51_GENUS;Test Model Adjusted Occurences;0.0014834529182805077
CHTHONIOBACTER;Test Model Adjusted Occurences;2.0002236365262918
RIKENELLACEAE_GENUS;Test Model Adjusted Occurences;1.0006548494649896
ENTERORHABDUS;Test Model Adjusted Occurences;0.01965276817484316
PHOTOBACTERIUM;Test Model Adjusted Occurences;1.3092338657091224e-05
PELOSPORA;Test Model Adjusted Occurences;4.305021112167624e-06
EPILITHONIMONAS;Test Model Adjusted Occurences;0.34189724681142886
PSEUDARTHROBACTER;Test Model Adjusted Occurences;0.0003653219101037381
METHANOSARCINA;Test Model Adjusted Occurences;0.001335421880530468
WANDONIA;Test Model Adjusted Occurences;0.0062077590544588205
MENISCUS;Test Model Adjusted Occurences;0.00536408736331955
CHLAMYDIAE_GENUS;Test Model Adjusted Occurences;8.850294526201413e-06
CHLORACIDOBACTERIUM;Test Model Adjusted Occurences;6.002027138080822e-05
DOLOSIGRANULUM;Test Model Adjusted Occurences;0.002177586905022538
FERVIDICOLA;Test Model Adjusted Occurences;4.421259070898459e-06
DESULFORHOPALUS;Test Model Adjusted Occurences;0.7342508841841858
LACIBACTER;Test Model Adjusted Occurences;9.522623704606197e-06
MINICYSTIS;Test Model Adjusted Occurences;9.366197214007028e-06
THERMOSULFURIMONAS;Test Model Adjusted Occurences;0.03130972452217342
AMMONIFEX;Test Model Adjusted Occurences;0.0001369535899544438
DICKEYA;Test Model Adjusted Occurences;2.827359481107427e-06
GRANULICATELLA;Test Model Adjusted Occurences;0.0008763099399776928
LAWSONELLA;Test Model Adjusted Occurences;4.2995030145324704e-05
CYTOPHAGA;Test Model Adjusted Occurences;0.4341821421566242
TSUKAMURELLA;Test Model Adjusted Occurences;0.001221799153341009
DEFLUVIITALEA;Test Model Adjusted Occurences;4.1178769959391706e-05
OXALOBACTERACEAE_GENUS;Test Model Adjusted Occurences;0.0006275781779896152
ALPINIMONAS;Test Model Adjusted Occurences;9.071605162706873e-05
ALTERERYTHROBACTER;Test Model Adjusted Occurences;2.519172215998853e-05
MINIIMONAS;Test Model Adjusted Occurences;0.00013887560767058475
PARALIOBACILLUS;Test Model Adjusted Occurences;0.0004634593530507624
PROTEINIVORAX;Test Model Adjusted Occurences;1.6823970196774578e-05
CNUELLA;Test Model Adjusted Occurences;9.30028520288895e-05
AQUISALIMONAS;Test Model Adjusted Occurences;5.217814089760446e-05
SANGUIBACTER;Test Model Adjusted Occurences;1.0002778636808305
SPHINGOBACTERIACEAE_GENUS;Test Model Adjusted Occurences;0.016447356980095352
CITRICOCCUS;Test Model Adjusted Occurences;0.007483314449731552
HALIEA;Test Model Adjusted Occurences;3.000126398197006
PREVOTELLACEAE_UCG-003;Test Model Adjusted Occurences;5.520628298671948e-06
RHODOLUNA;Test Model Adjusted Occurences;0.00031646571499784027
PARVIBACULUM;Test Model Adjusted Occurences;0.03332676570607251
HALOACTINOBACTERIUM;Test Model Adjusted Occurences;0.00010427495520865348
BILOPHILA;Test Model Adjusted Occurences;0.7201817464668135
LACIHABITANS;Test Model Adjusted Occurences;1.0038826763689679
SINOSPORANGIUM;Test Model Adjusted Occurences;1.184081704072202e-05
DESULFOCAPSA;Test Model Adjusted Occurences;0.5203710794777069
CRENOTALEA;Test Model Adjusted Occurences;1.4807572489423628
DESULFOSALSIMONAS;Test Model Adjusted Occurences;0.00013460016218466882
ACTINOALLOMURUS;Test Model Adjusted Occurences;0.00024349871684687177
FRETIBACTERIUM;Test Model Adjusted Occurences;1.0003745820900654
PSEUDOTHERMOTOGA;Test Model Adjusted Occurences;0.00011334950697940009
SPORICHTHYACEAE_GENUS;Test Model Adjusted Occurences;3.299897887843914e-05
ACTINOALLOTEICHUS;Test Model Adjusted Occurences;2.000077512745004
PSEUDOVIBRIO;Test Model Adjusted Occurences;0.0006202991024424342
ARTHROSPIRA;Test Model Adjusted Occurences;0.00013224714556804118
METHANOCOCCOIDES;Test Model Adjusted Occurences;0.0005626299688581832
LIMIMONAS;Test Model Adjusted Occurences;1.000003273731809
RUANIA;Test Model Adjusted Occurences;1.000003497649491
SACCHAROPOLYSPORA;Test Model Adjusted Occurences;0.6704366703549394
MARVINBRYANTIA;Test Model Adjusted Occurences;1.3602261181135467
THERMOFLAVIMICROBIUM;Test Model Adjusted Occurences;8.610824018731589e-05
SNEATHIELLA;Test Model Adjusted Occurences;0.00036947470399676394
ROBERTKOCHIA;Test Model Adjusted Occurences;8.598726383465122e-05
VERRUCOMICROBIA_GENUS;Test Model Adjusted Occurences;0.003308148508893493
MITSUOKELLA;Test Model Adjusted Occurences;0.001131841555929658
DEMEQUINACEAE_GENUS;Test Model Adjusted Occurences;0.6241705106836153
SPOROBACILLUS;Test Model Adjusted Occurences;0.0006708540461506193
THIOBACIMONAS;Test Model Adjusted Occurences;0.08334575488454987
THERMOLEOPHILUM;Test Model Adjusted Occurences;2.9175113855694937e-05
GULOSIBACTER;Test Model Adjusted Occurences;3.0048883178443365e-06
MARININEMA;Test Model Adjusted Occurences;3.0240122907828617e-05
TERRISPOROBACTER;Test Model Adjusted Occurences;0.0014398956611586461
METHYLOCYSTACEAE_GENUS;Test Model Adjusted Occurences;0.00015534131497032394
MORAXELLA;Test Model Adjusted Occurences;0.0004544717740031425
RHODOSPIRILLUM;Test Model Adjusted Occurences;4.2990152244786954e-05
SACCHARICRINIS;Test Model Adjusted Occurences;0.045157290582799894
QUADRISPHAERA;Test Model Adjusted Occurences;0.0003779191277169026
ALCALIGENES;Test Model Adjusted Occurences;7.188870772672769e-05
XANTHOBACTER;Test Model Adjusted Occurences;1.0000256041804068
PLANTIBACTER;Test Model Adjusted Occurences;0.00022914381113206599
PREVOTELLACEAE_UCG-004;Test Model Adjusted Occurences;0.0017659156553444522
IAMIA;Test Model Adjusted Occurences;1.099943638603154e-05
DESULFOCARBO;Test Model Adjusted Occurences;0.7728332258199174
THERMOLITHOBACTER;Test Model Adjusted Occurences;0.0003743983116218376
RHODOTHERMUS;Test Model Adjusted Occurences;0.00011969671887982435
AMMONIIBACILLUS;Test Model Adjusted Occurences;0.0001878960883503463
CROCEIBACTER;Test Model Adjusted Occurences;0.07317779328753875
PREVOTELLACEAE_GENUS;Test Model Adjusted Occurences;2.6311442853880953e-05
ROSEOBACTER;Test Model Adjusted Occurences;0.0002396091546305615
LACEYELLA;Test Model Adjusted Occurences;8.12358917694634e-06
HAEMOPHILUS;Test Model Adjusted Occurences;1.590825654138728e-06
METHANOBACTERIALES_GENUS;Test Model Adjusted Occurences;0.0005133731424899538
RHODOVARIUS;Test Model Adjusted Occurences;1.0032148119698017
LEPTOLINEA;Test Model Adjusted Occurences;1.6793381366743445
HAHELLA;Test Model Adjusted Occurences;6.869872626280582e-05
POLYNUCLEOBACTER;Test Model Adjusted Occurences;0.00023452622115570007
HALOBACILLUS;Test Model Adjusted Occurences;0.0003611590198310843
PONTIBACILLUS;Test Model Adjusted Occurences;0.00030153136270618655
GEITLERINEMA;Test Model Adjusted Occurences;1.0045331647527196
SPELAEICOCCUS;Test Model Adjusted Occurences;1.768222091543029
FONTIBACTER;Test Model Adjusted Occurences;0.0003664326949190629
SACCHAROSPIRILLUM;Test Model Adjusted Occurences;1.0000300663038477
JONQUETELLA;Test Model Adjusted Occurences;1.5666405928572123e-05
SEOHAEICOLA;Test Model Adjusted Occurences;0.003967033726020456
ACETOBACTEROIDES;Test Model Adjusted Occurences;0.0708715042868
HELICOBACTER;Test Model Adjusted Occurences;1.0002339014191817
FRIGORIBACTERIUM;Test Model Adjusted Occurences;4.191976257901693e-05
PAENIRHODOBACTER;Test Model Adjusted Occurences;0.0018332507641339918
THERMOACTINOMYCES;Test Model Adjusted Occurences;1.0000714724558426
RUMINOBACTER;Test Model Adjusted Occurences;1.0004529607175277
PROCHLOROCOCCUS;Test Model Adjusted Occurences;1.00015514397028
ALTEROMONADALES_GENUS;Test Model Adjusted Occurences;0.01387341527381499
HALOVENUS;Test Model Adjusted Occurences;0.0011336820959257693
ACIDISOMA;Test Model Adjusted Occurences;0.0008144510930808076
NITROSOSPHAERA;Test Model Adjusted Occurences;5.821655222513293e-07
CHLOROFLEXI_S085_GENUS;Test Model Adjusted Occurences;0.005262951853654054
HELIOBACTERIUM;Test Model Adjusted Occurences;1.00004775633456
PEREDIBACTER;Test Model Adjusted Occurences;0.03196936544947274
PSEUDONOCARDIA;Test Model Adjusted Occurences;4.000974478709816
TESSARACOCCUS;Test Model Adjusted Occurences;2.1373891777364478e-05
RHODOVASTUM;Test Model Adjusted Occurences;0.0022362732695635447
LIMNOHABITANS;Test Model Adjusted Occurences;0.0026025629834319046
DEHALOCOCCOIDACEAE_GENUS;Test Model Adjusted Occurences;5.20208714448633e-06
PONTICAULIS;Test Model Adjusted Occurences;0.008035713280961861
THERMOMONAS;Test Model Adjusted Occurences;0.0003268395624901589
CHLOROFLEXUS;Test Model Adjusted Occurences;2.734378453115265e-05
[ANAERORHABDUS]_FURCOSA_GROUP;Test Model Adjusted Occurences;0.00043156146901521725
ANAERORHABDUS;Test Model Adjusted Occurences;8.73152449125729e-05
GALBIBACTER;Test Model Adjusted Occurences;1.0010032382335854
HUMITALEA;Test Model Adjusted Occurences;0.00028512919184036755
SPHAERISPORANGIUM;Test Model Adjusted Occurences;1.0000043554039804
CATABACTER;Test Model Adjusted Occurences;1.0112758681694918
MYROIDES;Test Model Adjusted Occurences;0.0001811972732252543
DESULFOVIRGULA;Test Model Adjusted Occurences;0.00012343304517536176
DESULFURISPIRILLUM;Test Model Adjusted Occurences;0.0010835244011002706
METHANOCOCCUS;Test Model Adjusted Occurences;0.0017837354523101978
CELERINATANTIMONAS;Test Model Adjusted Occurences;0.030355754467353665
CORIOBACTERIA;Test Model Adjusted Occurences;3.1728853167557014e-05
CONEXIBACTER;Test Model Adjusted Occurences;0.010630404095606005
PSEUDOHALIEA;Test Model Adjusted Occurences;7.098205716647571e-05
ALCANIVORAX;Test Model Adjusted Occurences;1.1072562632581358
KOPRIIMONAS;Test Model Adjusted Occurences;0.00045728445325493496
CYTOPHAGACEAE_GENUS;Test Model Adjusted Occurences;0.00014001688166242516
ALGIMONAS;Test Model Adjusted Occurences;8.516086225955606e-07
KAISTIA;Test Model Adjusted Occurences;0.003037604375804772
KORDIIMONAS;Test Model Adjusted Occurences;5.9573691914258534e-05
SPHINGOMONADACEAE_GENUS;Test Model Adjusted Occurences;0.0015284522766765322
BURKHOLDERIA;Test Model Adjusted Occurences;6.875579157939487e-05
HOLOPHAGA;Test Model Adjusted Occurences;0.0003669468797918981
THIOCAPSA;Test Model Adjusted Occurences;9.078738588830107e-06
PARAPEDOBACTER;Test Model Adjusted Occurences;4.545470811030599
MAGNETOSPIRILLUM;Test Model Adjusted Occurences;0.0015169106630855342
KRASILNIKOVIA;Test Model Adjusted Occurences;0.000300266396665272
MICROBULBIFER;Test Model Adjusted Occurences;0.0008543763241466785
DESULFOBACULA;Test Model Adjusted Occurences;0.00022007341185860662
SUCCINIMONAS;Test Model Adjusted Occurences;0.004308643927532489
CONSTRICTIBACTER;Test Model Adjusted Occurences;1.000032683980503
SIPHONOBACTER;Test Model Adjusted Occurences;0.010126444692768698
LEGIONELLACEAE_GENUS;Test Model Adjusted Occurences;1.1805855654689612e-05
JEOTGALIBACA;Test Model Adjusted Occurences;0.0003539593835231266
METHYLOCOCCUS;Test Model Adjusted Occurences;2.183607039948794e-05
ESCHERICHIA;Test Model Adjusted Occurences;5.876227792448995e-05
RHEINHEIMERA;Test Model Adjusted Occurences;0.0005747805767795392
MICROCOCCACEAE_GENUS;Test Model Adjusted Occurences;0.0015099508073786738
BUTTIAUXELLA;Test Model Adjusted Occurences;7.565940436790358e-05
PSYCHROSERPENS;Test Model Adjusted Occurences;1.4709232529921281
XENOPHILUS;Test Model Adjusted Occurences;0.00014047232528975178
KRIBBELLA;Test Model Adjusted Occurences;0.0005208050491388709
PUSILLIMONAS;Test Model Adjusted Occurences;0.5436332466952137
PYRAMIDOBACTER;Test Model Adjusted Occurences;0.0003379922453178178
JEOTGALIBACILLUS;Test Model Adjusted Occurences;0.00024238393385031662
PSEUDOPEDOBACTER;Test Model Adjusted Occurences;0.001314286261952908
